,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score
264,Tametsi,"18 Oct, 2017",Grip Top Games,Grip Top Games,['Indie'],10.95,['English'],0.0,0.0,1.0,559.0,545.0,14.0,0.9042640229634618
265,The Darkside Detective: A Fumble in the Dark,"15 Apr, 2021",Spooky Doorway,Akupara Games,"['Adventure', 'Casual', 'Indie']",47.95,"['English', 'French', 'Spanish - Spain', 'German']",1.0,0.0,1.0,650.0,636.0,14.0,0.9104042315631571
266,Creeper World: Anniversary Edition,"16 Nov, 2016",Knuckle Cracker,Knuckle Cracker,"['Indie', 'Simulation', 'Strategy']",18.5,['English'],0.0,0.0,1.0,564.0,547.0,17.0,0.9001124238725047
267,Mutazione,"19 Sep, 2019",Die Gute Fabrik,Akupara Games,"['Adventure', 'Indie']",73.95,"['English', 'Danish', 'French', 'Italian', 'German', 'Dutch', 'Portuguese - Brazil', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Arabic']",1.0,0.0,1.0,587.0,572.0,15.0,0.904860404433529
268,Nightshade／百花百狼,"12 Apr, 2017",Red Entertainment,D3 PUBLISHER,['Adventure'],131.95,"['English', 'Japanese']",1.0,0.0,1.0,560.0,545.0,15.0,0.9028199737107566
269,The House in Fata Morgana: A Requiem for Innocence,"17 May, 2018",NOVECT,MangaGamer,['Adventure'],55.95,"['English', 'Japanese', 'Simplified Chinese']",1.0,0.0,1.0,531.0,517.0,14.0,0.902043013209703
270,Garry's Mod,"29 Nov, 2006",Facepunch Studios,Valve,"['Indie', 'Simulation']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",0.0,0.0,1.0,811105.0,783379.0,27726.0,0.9580651461683438
271,,,,,,,,,,,,,,
272,The Witcher® 3: Wild Hunt,"18 May, 2015",CD PROJEKT RED,CD PROJEKT RED,['RPG'],139.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']",1.0,1.0,1.0,624795.0,600415.0,24380.0,0.9526808793532222
273,Don't Starve Together,"21 Apr, 2016",Klei Entertainment,Klei Entertainment,"['Adventure', 'Indie', 'Simulation']",55.95,"['English', 'Simplified Chinese']",1.0,0.0,1.0,325767.0,313445.0,12322.0,0.9520536596043743
274,Doki Doki Literature Club!,"22 Sep, 2017",Team Salvato,Team Salvato,"['Casual', 'Free to Play', 'Indie']",,['English'],1.0,0.0,1.0,174731.0,168948.0,5783.0,0.9545690778852216
275,Subnautica,"23 Jan, 2018",Unknown Worlds Entertainment,Unknown Worlds Entertainment,"['Adventure', 'Indie']",110.95,"['English', 'French', 'German', 'Polish', 'Russian', 'Simplified Chinese', 'Turkish', 'Finnish', 'Italian', 'Czech', 'Hungarian', 'Spanish - Spain', 'Danish', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Bulgarian', 'Ukrainian', 'Dutch', 'Swedish', 'Vietnamese', 'Spanish - Latin America']",1.0,0.0,1.0,190197.0,183177.0,7020.0,0.9511656666308677
276,Undertale,"15 Sep, 2015",tobyfox,tobyfox,"['Indie', 'RPG']",36.95,"['English', 'Japanese']",1.0,0.0,1.0,175795.0,169863.0,5932.0,0.953961405206165
277,Life is Strange - Episode 1,"29 Jan, 2015",DONTNOD Entertainment,Square Enix,"['Action', 'Adventure']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",1.0,0.0,1.0,156249.0,150235.0,6014.0,0.9489010086217902
278,Risk of Rain 2,"11 Aug, 2020",Hopoo Games,Gearbox Publishing,"['Action', 'Indie']",92.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",1.0,0.0,1.0,192039.0,185341.0,6698.0,0.9531788395962602
279,Tomb Raider,"4 Mar, 2013",Crystal Dynamics,Square Enix,"['Action', 'Adventure']",7.25,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Traditional Chinese', 'Russian', 'Polish', 'Dutch', 'Czech', 'Portuguese - Brazil', 'Arabic']",1.0,0.0,1.0,211138.0,203106.0,8032.0,0.9504306833973704
280,Counter-Strike,"1 Nov, 2000",Valve,Valve,['Action'],36.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",0.0,1.0,0.0,199741.0,194743.0,4998.0,0.962925215148017
281,Fallout: New Vegas,"21 Oct, 2010",Obsidian Entertainment,Bethesda Softworks,"['Action', 'RPG']",44.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",1.0,0.0,1.0,153558.0,148116.0,5442.0,0.9518015828689503
282,Sid Meier's Civilization® V,"23 Sep, 2010",Firaxis Games,2K,['Strategy'],110.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Japanese', 'Korean', 'Russian', 'Traditional Chinese']",1.0,0.0,1.0,183450.0,176366.0,7084.0,0.949373394383239
283,BeamNG.drive,"29 May, 2015",BeamNG,BeamNG,"['Racing', 'Simulation', 'Early Access']",92.95,"['English', 'French', 'Japanese', 'Korean', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Spanish - Spain']",0.0,0.0,1.0,116719.0,112856.0,3863.0,0.9529762009580215
284,Counter-Strike: Source,"1 Nov, 2004",Valve,Valve,['Action'],36.95,"['English', 'French', 'German', 'Italian', 'Japanese', 'Korean', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Thai', 'Turkish']",0.0,1.0,0.0,136806.0,131575.0,5231.0,0.9486324027255302
285,Cuphead,"29 Sep, 2017",Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,"['Action', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",1.0,0.0,1.0,95239.0,91809.0,3430.0,0.9492713580367028
286,American Truck Simulator,"2 Feb, 2016",SCS Software,SCS Software,"['Indie', 'Simulation']",71.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian']",1.0,0.0,1.0,101981.0,98262.0,3719.0,0.9491323626883333
287,Don't Starve,,Klei Entertainment,Klei Entertainment,"['Adventure', 'Indie', 'Simulation']",36.95,"['English', 'Simplified Chinese']",1.0,0.0,1.0,95187.0,92159.0,3028.0,0.953339203088068
288,Ori and the Will of the Wisps,"10 Mar, 2020",Moon Studios GmbH,Xbox Game Studios,['Action'],125.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,84222.0,81254.0,2968.0,0.9494656223209705
289,Oxygen Not Included,"30 Jul, 2019",Klei Entertainment,Klei Entertainment,"['Indie', 'Simulation']",92.95,"['English', 'Simplified Chinese', 'Korean', 'Russian']",1.0,0.0,1.0,81793.0,78876.0,2917.0,0.9489213378591124
290,It Takes Two,"25 Mar, 2021",Hazelight,Electronic Arts,"['Action', 'Adventure']",169.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,0.0,82277.0,79054.0,3223.0,0.9455556391478731
291,Castle Crashers®,"26 Sep, 2012",The Behemoth,The Behemoth,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",55.95,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Portuguese', 'Russian']",1.0,0.0,1.0,90237.0,86851.0,3386.0,0.9475703227826471
292,Outlast,"4 Sep, 2013",Red Barrels,Red Barrels,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish', 'Portuguese - Brazil', 'Japanese']",1.0,1.0,1.0,83793.0,80669.0,3124.0,0.9474672471436664
293,Half-Life,"8 Nov, 1998",Valve,Valve,['Action'],36.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1.0,0.0,1.0,72743.0,70222.0,2521.0,0.9493397977028316
294,Enter the Gungeon,"5 Apr, 2016",Dodge Roll,Devolver Digital,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,64855.0,62371.0,2484.0,0.9452623564611059
295,POSTAL 2,"13 Apr, 2003",Running With Scissors,Running With Scissors,"['Action', 'Adventure', 'Indie']",36.95,"['English', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Portuguese - Brazil', 'Turkish']",1.0,0.0,1.0,66751.0,64109.0,2642.0,0.9441703523101646
296,Beat Saber,"21 May, 2019",Beat Games,Beat Games,['Indie'],110.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Spanish - Latin America']",1.0,0.0,1.0,61254.0,58818.0,2436.0,0.9435624264046528
297,,,,,,,,,,,,,,
298,GRIS,"13 Dec, 2018",Nomada Studio,Devolver Digital,"['Adventure', 'Indie']",62.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil']",1.0,0.0,1.0,52928.0,51136.0,1792.0,0.9485007833396962
299,,,,,,,,,,,,,,
300,To the Moon,"1 Nov, 2011",Freebird Games,Freebird Games,"['Adventure', 'Indie', 'RPG']",36.95,"['English', 'French', 'German', 'Italian', 'Russian', 'Korean', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Simplified Chinese', 'Ukrainian', 'Japanese']",1.0,0.0,1.0,60601.0,58438.0,2163.0,0.9474367968891497
301,Teardown,"29 Oct, 2020",Tuxedo Labs,Tuxedo Labs,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",73.95,['English'],0.0,0.0,1.0,37445.0,35841.0,1604.0,0.9379621414294005
302,The Walking Dead,"24 Apr, 2012",Telltale Games,Skybound Games,['Adventure'],63.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",1.0,0.0,1.0,56796.0,55081.0,1715.0,0.9523972747828712
303,INSIDE,"7 Jul, 2016",Playdead,Playdead,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0.0,0.0,1.0,35799.0,34491.0,1308.0,0.9437311998826634
304,Mirror 2: Project X,"20 Jan, 2022",KAGAMI Ⅱ WORKs,NIJICO,"['Adventure', 'Indie', 'RPG', 'Early Access']",7.25,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1.0,0.0,1.0,29395.0,28461.0,934.0,0.9470731486458349
305,Blade and Sorcery,"11 Dec, 2018",WarpFrog,WarpFrog,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",73.95,['English'],0.0,1.0,1.0,28900.0,27817.0,1083.0,0.9415236193655377
306,Batman: Arkham Asylum Game of the Year Edition,"26 Mar, 2010",Rocksteady Studios,Warner Bros. Interactive Entertainment,"['Action', 'Adventure']",73.95,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",0.0,0.0,1.0,41031.0,39521.0,1510.0,0.9442716829787642
307,Shadow Tactics: Blades of the Shogun,"6 Dec, 2016",Mimimi Games,Daedalic Entertainment,"['Indie', 'Strategy']",149.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Korean', 'Simplified Chinese', 'Portuguese - Brazil', 'Italian', 'Traditional Chinese', 'Turkish']",1.0,1.0,1.0,30770.0,29606.0,1164.0,0.9415771030491833
308,Unheard,"28 Mar, 2019",NEXT Studios,NEXT Studios,"['Indie', 'RPG', 'Simulation']",36.95,"['English', 'Simplified Chinese']",1.0,1.0,1.0,24093.0,23278.0,815.0,0.9438133103831615
309,Ultimate Chicken Horse,"4 Mar, 2016",Clever Endeavour Games,Clever Endeavour Games,"['Action', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Czech']",1.0,0.0,0.0,27163.0,26187.0,976.0,0.9425995022674558
310,Danganronpa: Trigger Happy Havoc,"18 Feb, 2016","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",['Adventure'],73.95,"['English', 'Japanese', 'Traditional Chinese']",0.0,0.0,1.0,22576.0,21791.0,785.0,0.9424732782630155
311,NEKOPARA Vol. 1,"29 Dec, 2014",NEKO WORKs,Sekai Project,"['Casual', 'Indie']",36.95,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,25069.0,23961.0,1108.0,0.9341997456820083
312,My Friend Pedro,"20 Jun, 2019",DeadToast Entertainment,Devolver Digital,"['Action', 'Indie']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,23794.0,22856.0,938.0,0.9384039931305005
313,Crypt of the NecroDancer,"23 Apr, 2015",Brace Yourself Games,Brace Yourself Games,"['Action', 'Indie', 'RPG']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,21251.0,20419.0,832.0,0.9378936837752491
314,Danganronpa 2: Goodbye Despair,"18 Apr, 2016","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",['Adventure'],73.95,"['English', 'Japanese', 'Traditional Chinese']",0.0,0.0,1.0,19434.0,18786.0,648.0,0.9427780087709472
315,Return of the Obra Dinn,"18 Oct, 2018",Lucas Pope,3909,"['Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,15894.0,15390.0,504.0,0.9428327948187217
316,LEGO® Star Wars™ - The Complete Saga,"12 Nov, 2009",Traveller's Tales,LucasArts,['Adventure'],73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,17188.0,16602.0,586.0,0.9411686365492458
317,Monster Train,"21 May, 2020",Shiny Shoe,Good Shepherd Entertainment,['Strategy'],92.95,"['English', 'French', 'German', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1.0,0.0,1.0,15252.0,14736.0,516.0,0.940510100510952
318,Doki Doki Literature Club Plus!,"30 Jun, 2021",Team Salvato,Serenity Forge,"['Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Korean', 'Japanese']",1.0,1.0,1.0,14395.0,13921.0,474.0,0.9409124735293269
319,Mini Motorways,"20 Jul, 2021",Dinosaur Polo Club,Dinosaur Polo Club,"['Casual', 'Indie', 'Simulation', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0.0,0.0,1.0,12413.0,11908.0,505.0,0.9324187120600024
320,Yakuza: Like a Dragon,"10 Nov, 2020",Ryu Ga Gotoku Studio,SEGA,"['Action', 'Adventure', 'RPG']",249.95,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1.0,1.0,1.0,15738.0,15181.0,557.0,0.9392758879829087
321,Shovel Knight: Treasure Trove,"26 Jun, 2014",Yacht Club Games,Yacht Club Games,"['Action', 'Adventure', 'Indie']",149.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,14004.0,13504.0,500.0,0.9380755176989708
322,Nuclear Throne,"5 Dec, 2015",Vlambeer,Vlambeer,"['Action', 'Indie', 'RPG']",43.95,['English'],0.0,0.0,1.0,15515.0,14945.0,570.0,0.9378939772360343
323,Streets of Rogue,"12 Jul, 2019",Matt Dabrowski,tinyBuild,"['Action', 'Adventure', 'Indie', 'RPG']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Korean']",1.0,0.0,1.0,15205.0,14670.0,535.0,0.9392066906322342
324,LISA: The Painful,"15 Dec, 2014",Dingaling,"Dingaling Productions, LLC","['Adventure', 'Indie', 'RPG']",36.95,['English'],1.0,1.0,1.0,12032.0,11576.0,456.0,0.9347847542572679
325,Sally Face - Episode One,"14 Dec, 2016",Portable Moose,Portable Moose,"['Adventure', 'Indie']",10.95,"['English', 'Russian', 'Italian', 'German', 'Traditional Chinese', 'Portuguese - Brazil']",1.0,1.0,1.0,11203.0,10849.0,354.0,0.940111164930472
326,Ultimate Doom,"30 Apr, 1995",id Software,id Software,['Action'],19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,11751.0,11321.0,430.0,0.9358182905206597
327,Mindustry,"26 Sep, 2019",AnukenDev,AnukenDev,['Strategy'],21.95,"['English', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Ukrainian', 'Italian', 'Czech', 'Romanian', 'Swedish', 'Vietnamese']",0.0,0.0,1.0,10561.0,10200.0,361.0,0.9371793046598769
328,Superflight,"8 Nov, 2017",GrizzlyGames,GrizzlyGames,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",10.95,['English'],0.0,0.0,1.0,9761.0,9423.0,338.0,0.9360749535533744
329,STAR WARS™ Jedi Knight - Jedi Academy™,"16 Sep, 2003",Raven Software,LucasArts,['Action'],36.95,"['English', 'French', 'German', 'Spanish - Spain']",0.0,0.0,1.0,11279.0,10837.0,442.0,0.9330369213278201
330,Mini Metro,"6 Nov, 2015",Dinosaur Polo Club,Dinosaur Polo Club,"['Indie', 'Simulation', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Finnish', 'Greek', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Hungarian', 'Bulgarian', 'Danish', 'Turkish', 'Arabic', 'Portuguese', 'Swedish', 'Thai', 'Ukrainian']",0.0,0.0,1.0,12360.0,11937.0,423.0,0.9384651156268041
331,QUAKE,"22 Jun, 1996",id Software,Bethesda Softworks,['Action'],40.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",0.0,0.0,1.0,9934.0,9522.0,412.0,0.929812068271325
332,NGU IDLE,"1 Oct, 2019",4G,4G,"['Adventure', 'Free to Play', 'Indie', 'Simulation']",,['English'],0.0,1.0,1.0,8382.0,8067.0,315.0,0.9319422616913624
333,Psychonauts,"19 Apr, 2005",Double Fine Productions,Double Fine Productions,['Action'],36.95,"['English', 'French', 'German']",1.0,0.0,1.0,14047.0,13377.0,670.0,0.926783429003239
334,The Room Three,"13 Nov, 2018",Fireproof Games,Fireproof Games,"['Adventure', 'Indie']",21.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Turkish']",0.0,0.0,1.0,8042.0,7766.0,276.0,0.9346031303155253
335,Supraland,"5 Apr, 2019",Supra Games,Supra Games,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Portuguese', 'Portuguese - Brazil', 'Finnish', 'Russian', 'Japanese', 'Traditional Chinese', 'Simplified Chinese', 'Spanish - Spain', 'Turkish', 'Hungarian', 'Polish', 'Korean']",1.0,0.0,1.0,9305.0,8901.0,404.0,0.9274214752146512
336,LoveChoice,"15 Nov, 2021",Akaba Studio,Akaba Studio,"['Adventure', 'Indie', 'RPG', 'Simulation']",7.25,"['English', 'Japanese', 'Traditional Chinese', 'Italian', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Polish', 'Korean', 'French', 'German', 'Simplified Chinese']",1.0,0.0,1.0,8596.0,8268.0,328.0,0.9316336262495271
337,Dagon: by H. P. Lovecraft,"24 Sep, 2021",Bit Golem,Bit Golem,"['Adventure', 'Free to Play', 'Indie']",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish', 'Japanese']",1.0,0.0,1.0,7159.0,6911.0,248.0,0.9331962934338833
338,Supreme Commander: Forged Alliance,"28 Sep, 2011",Gas Powered Games,Square Enix,['Strategy'],47.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Traditional Chinese']",0.0,0.0,1.0,10391.0,10076.0,315.0,0.9406678009117716
339,Impostor Factory,"30 Sep, 2021",Freebird Games,Freebird Games,"['Adventure', 'Indie', 'RPG']",36.95,"['English', 'Korean', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Ukrainian', 'Portuguese', 'Portuguese - Brazil']",1.0,0.0,1.0,7225.0,6975.0,250.0,0.9333219089972036
340,Everhood,"4 Mar, 2021",Chris Nordgren,Foreign Gnomes,"['Action', 'Adventure', 'Indie', 'RPG']",36.95,"['English', 'Simplified Chinese', 'Japanese', 'French', 'Traditional Chinese', 'Italian', 'German', 'Spanish - Spain', 'Russian']",1.0,0.0,1.0,7761.0,7459.0,302.0,0.9299857555922829
341,小白兔电商~Bunny e-Shop,"11 Nov, 2021",落叶岛项目组,NVLMaker,"['Adventure', 'Indie', 'Simulation']",40.95,"['English', 'Simplified Chinese']",1.0,1.0,1.0,7422.0,7130.0,292.0,0.9291642437047002
342,Downwell,"15 Oct, 2015",Moppin,Devolver Digital,"['Action', 'Adventure', 'Indie']",10.95,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Turkish']",0.0,0.0,1.0,6853.0,6640.0,213.0,0.9360817320371999
343,UNBEATABLE [white label],"7 May, 2021",D-CELL GAMES,D-CELL GAMES,"['Action', 'Adventure', 'Indie']",,['English'],1.0,0.0,1.0,6046.0,5842.0,204.0,0.9323531975240011
344,Neon Beats,"3 May, 2019",OKYO GAMES,OKYO GAMES,"['Free to Play', 'Indie']",,"['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese', 'Russian']",1.0,0.0,1.0,5918.0,5701.0,217.0,0.92942183216032
345,Retrowave,"6 Mar, 2020",RewindApp,RewindApp,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",10.95,"['English', 'Simplified Chinese', 'Russian', 'French', 'Traditional Chinese', 'Polish', 'Romanian', 'Turkish', 'Hungarian', 'Portuguese - Brazil', 'Czech']",1.0,0.0,1.0,6322.0,6026.0,296.0,0.9206647863250648
346,Recettear: An Item Shop's Tale,"10 Sep, 2010",EasyGameStation,Carpe Fulgur LLC,"['RPG', 'Indie']",73.95,"['English', 'Japanese']",0.0,0.0,1.0,6435.0,6193.0,242.0,0.929393937825354
347,Zup! X,"17 May, 2018",Quiet River,Quiet River,"['Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0.0,0.0,1.0,5802.0,5623.0,179.0,0.9346073171227899
348,SpaceEngine,"11 Jun, 2019",Vladimir Romanyuk,Vladimir Romanyuk,"['Casual', 'Indie', 'Simulation', 'Early Access']",92.95,"['English', 'German', 'Russian', 'Italian', 'French', 'Finnish', 'Polish', 'Spanish - Latin America', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Dutch', 'Czech', 'Swedish', 'Japanese', 'Portuguese - Brazil', 'Turkish']",1.0,0.0,1.0,5924.0,5688.0,236.0,0.9264939655233678
349,Devil Daggers,"18 Feb, 2016",Sorath,Sorath,"['Action', 'Indie']",18.5,['English'],0.0,0.0,1.0,7228.0,6911.0,317.0,0.9247085715743572
350,Wobbly Life,"8 Jul, 2020",RubberBandGames,RubberBandGames,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",43.95,['English'],0.0,0.0,1.0,5905.0,5712.0,193.0,0.9330912603006901
351,Bit Blaster XL,"22 Jan, 2016",Adamvision Studios,Adamvision Studios,"['Action', 'Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",1.0,0.0,1.0,6038.0,5845.0,193.0,0.9339874946428942
352,Kingdom Rush Frontiers - Tower Defense,"25 Jul, 2016",Ironhide Game Studio,Ironhide Game Studio,['Strategy'],36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Traditional Chinese', 'Korean', 'Japanese', 'Portuguese - Brazil']",0.0,0.0,1.0,5749.0,5554.0,195.0,0.9316707418243233
353,,,,,,,,,,,,,,
354,VVVVVV,"7 Sep, 2010",Terry Cavanagh,Terry Cavanagh,"['Action', 'Indie']",18.5,['English'],0.0,0.0,1.0,8727.0,8397.0,330.0,0.9320920673170294
355,Orcs Must Die!,"11 Oct, 2011",Robot Entertainment,Robot Entertainment,"['Action', 'Indie', 'Strategy']",36.95,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil']",1.0,0.0,1.0,6894.0,6648.0,246.0,0.931860390250431
