,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score
83,Pajama Sam: No Need to Hide When It's Dark Outside,"4 Oct, 1996",Humongous Entertainment,Humongous Entertainment,"['Adventure', 'Casual']",25.95,"['English', 'German', 'Dutch', 'French']",0.0,0.0,1.0,920.0,899.0,21.0,0.9160310699409071
84,TOEM,"17 Sep, 2021",Something We Made,Something We Made,"['Adventure', 'Casual', 'Indie']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Russian']",1.0,0.0,1.0,740.0,730.0,10.0,0.9199332134894832
85,Little Busters! English Edition,"1 Nov, 2017",VisualArts/Key,VisualArts,"['Adventure', 'Casual', 'Simulation']",131.95,"['English', 'Japanese']",1.0,0.0,1.0,617.0,609.0,8.0,0.9166639525782037
86,Aokana - EXTRA1,"6 Nov, 2020",sprite,NekoNyan Ltd.,"['Adventure', 'Casual']",62.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,1.0,1.0,698.0,689.0,9.0,0.9192871482440005
87,Perfect Gold - Yuri Visual Novel,"19 Apr, 2021",Yangyang Mobile,Yangyang Mobile,"['Adventure', 'Casual', 'Indie']",29.5,"['English', 'German', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,626.0,616.0,10.0,0.9143938813337762
88,Adabana Odd Tales,"18 Jun, 2020",Liar-soft,ANIPLEX.EXE,"['Adventure', 'Casual']",66.95,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",1.0,0.0,1.0,531.0,520.0,11.0,0.9068387549179698
89,Left 4 Dead 2,"16 Nov, 2009",Valve,Valve,['Action'],36.95,"['English', 'Danish', 'Dutch', 'Finnish', 'French', 'German', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese', 'Hungarian', 'Turkish', 'Bulgarian', 'Czech', 'Greek', 'Portuguese - Brazil', 'Romanian', 'Spanish - Latin America', 'Thai', 'Ukrainian', 'Vietnamese']",0.0,1.0,1.0,602674.0,587200.0,15474.0,0.9656927127639416
90,Euro Truck Simulator 2,"18 Oct, 2012",SCS Software,SCS Software,"['Indie', 'Simulation']",71.95,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek', 'Ukrainian']",1.0,0.0,1.0,532811.0,519148.0,13663.0,0.9653982761029196
91,Phasmophobia,"18 Sep, 2020",Kinetic Games,Kinetic Games,"['Action', 'Indie', 'Early Access']",51.95,"['English', 'Portuguese', 'Spanish - Spain', 'Portuguese - Brazil', 'German', 'French', 'Italian', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian']",0.0,0.0,1.0,411765.0,399813.0,11952.0,0.9613616306531433
92,Hollow Knight,"24 Feb, 2017",Team Cherry,Team Cherry,"['Action', 'Adventure', 'Indie']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Italian', 'Portuguese - Brazil', 'Russian', 'Japanese']",1.0,0.0,1.0,215282.0,209138.0,6144.0,0.9597643594323091
93,The Binding of Isaac: Rebirth,"4 Nov, 2014","Nicalis, Inc.","Nicalis, Inc.",['Action'],55.95,['English'],1.0,0.0,1.0,194198.0,189795.0,4403.0,0.9651122132570243
94,Bloons TD 6,"17 Dec, 2018",Ninja Kiwi,Ninja Kiwi,['Strategy'],36.95,"['English', 'French', 'Italian', 'German', 'Danish', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish']",0.0,0.0,1.0,174750.0,170402.0,4348.0,0.962567791300624
95,Factorio,"14 Aug, 2020",Wube Software LTD.,Wube Software LTD.,"['Casual', 'Indie', 'Simulation', 'Strategy']",110.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Hungarian', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Finnish', 'Swedish', 'Czech', 'Russian', 'Ukrainian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Turkish']",1.0,0.0,1.0,141843.0,138732.0,3111.0,0.9646198662808714
96,Mount & Blade: Warband,"31 Mar, 2010",TaleWorlds Entertainment,TaleWorlds Entertainment,"['Action', 'RPG']",69.95,"['English', 'Czech', 'French', 'German', 'Hungarian', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Spain', 'Turkish']",1.0,0.0,1.0,139534.0,136386.0,3148.0,0.9639429092997256
97,Half-Life 2,"16 Nov, 2004",Valve,Valve,['Action'],36.95,"['English', 'French', 'German', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Dutch', 'Danish', 'Finnish', 'Japanese', 'Norwegian', 'Polish', 'Portuguese', 'Swedish', 'Thai']",1.0,0.0,1.0,141011.0,137387.0,3624.0,0.9609347691094564
98,Deep Rock Galactic,"13 May, 2020",Ghost Ship Games,Coffee Stain Publishing,['Action'],110.95,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Italian', 'Japanese', 'Korean', 'Turkish', 'Spanish - Latin America']",1.0,1.0,1.0,126932.0,123034.0,3898.0,0.9556412654409274
99,Slay the Spire,"23 Jan, 2019",Mega Crit Games,Mega Crit Games,"['Indie', 'Strategy']",92.95,"['English', 'Simplified Chinese', 'French', 'German', 'Korean', 'Russian', 'Japanese', 'Polish', 'Ukrainian', 'Spanish - Spain', 'Italian', 'Dutch', 'Traditional Chinese', 'Turkish', 'Thai', 'Portuguese - Brazil', 'Vietnamese']",1.0,0.0,1.0,107789.0,105540.0,2249.0,0.9644965142133375
100,Dead Cells,"6 Aug, 2018",Motion Twin,Motion Twin,"['Action', 'Indie']",89.99,"['English', 'French', 'Simplified Chinese', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Russian', 'Turkish', 'Korean', 'Traditional Chinese', 'Portuguese - Brazil']",1.0,0.0,1.0,102731.0,99751.0,2980.0,0.9563926364744159
101,Satisfactory,"8 Jun, 2020",Coffee Stain Studios,Coffee Stain Publishing,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",110.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",0.0,0.0,1.0,90215.0,87711.0,2504.0,0.9570218796831546
102,Slime Rancher,"1 Aug, 2017",Monomi Park,Monomi Park,"['Action', 'Adventure', 'Indie', 'Simulation']",73.95,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Swedish', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Korean']",1.0,0.0,1.0,86125.0,84267.0,1858.0,0.9627883181135516
103,,,,,,,,,,,,,,
104,Resident Evil 2,"24 Jan, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",['Action'],192.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil']",1.0,1.0,1.0,105348.0,102489.0,2859.0,0.958314441128118
105,Plants vs. Zombies GOTY Edition,"5 May, 2009","PopCap Games, Inc.","PopCap Games, Inc.",['Strategy'],18.5,['English'],0.0,0.0,1.0,76138.0,73869.0,2269.0,0.9542484568519167
106,Hotline Miami,"23 Oct, 2012",Dennaton Games,Devolver Digital,"['Action', 'Indie']",36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Polish']",1.0,0.0,1.0,71955.0,70070.0,1885.0,0.9574546806017454
107,Inscryption,"19 Oct, 2021",Daniel Mullins Games,Devolver Digital,"['Adventure', 'Indie', 'Strategy']",75.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Italian', 'Portuguese - Brazil', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,64946.0,63100.0,1846.0,0.9547950167740261
108,Dyson Sphere Program,"20 Jan, 2021",Youthcat Studio,Gamera Game,"['Indie', 'Simulation', 'Strategy', 'Early Access']",73.95,"['English', 'Simplified Chinese']",1.0,0.0,1.0,60431.0,59117.0,1314.0,0.9608639406682966
109,Dishonored,"11 Oct, 2012",Arkane Studios,Bethesda Softworks,"['Action', 'Adventure']",44.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain']",1.0,0.0,1.0,66119.0,64464.0,1655.0,0.9581580914787414
110,BattleBlock Theater®,"15 May, 2014",The Behemoth,The Behemoth,"['Action', 'Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",0.0,0.0,1.0,64792.0,63013.0,1779.0,0.955715120992828
111,Celeste,"25 Jan, 2018","Extremely OK Games, Ltd.",Matt Makes Games Inc.,"['Action', 'Adventure', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1.0,0.0,1.0,51166.0,50021.0,1145.0,0.9593603363659852
112,Persona 4 Golden,"13 Jun, 2020",ATLUS,SEGA,['RPG'],63.0,"['English', 'Japanese', 'Korean', 'Traditional Chinese']",0.0,1.0,1.0,53880.0,52369.0,1511.0,0.9541898723272797
113,Ravenfield,"18 May, 2017",SteelRaven7,SteelRaven7,"['Action', 'Indie', 'Early Access']",55.95,['English'],0.0,0.0,1.0,47060.0,45639.0,1421.0,0.9513838099321571
114,"Papers, Please","8 Aug, 2013",Lucas Pope,3909,"['Adventure', 'Indie']",36.95,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Italian', 'Japanese', 'Polish', 'Ukrainian']",0.0,0.0,1.0,49884.0,48363.0,1521.0,0.9514202730200744
115,Broforce,"15 Oct, 2015",Free Lives,Devolver Digital,"['Action', 'Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese']",1.0,0.0,1.0,47846.0,46438.0,1408.0,0.9522132251818272
116,Grimm,"6 Jan, 2014",Spicyhorse Games,Spicyhorse Games,"['Casual', 'Indie']",,['English'],1.0,0.0,1.0,31642.0,30748.0,894.0,0.9509019819814708
117,God of War,"14 Jan, 2022",Santa Monica Studio,PlayStation PC LLC,"['Action', 'Adventure', 'RPG']",199.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Turkish', 'Traditional Chinese', 'Czech', 'Hungarian', 'Greek']",0.0,1.0,1.0,44517.0,43181.0,1336.0,0.9512503118017255
118,Cookie Clicker,"1 Sep, 2021",Orteil,Playsaurus,"['Casual', 'Indie', 'Simulation', 'Strategy']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Korean']",1.0,0.0,1.0,30706.0,30001.0,705.0,0.9557705850617555
119,VA-11 Hall-A: Cyberpunk Bartender Action,"21 Jun, 2016",Sukeban Games,Ysbryd Games,"['Adventure', 'Indie', 'Simulation']",55.95,"['English', 'Japanese', 'Simplified Chinese']",0.0,0.0,1.0,28412.0,27756.0,656.0,0.9551443306328591
120,STAR WARS™ Empire at War - Gold Pack,"16 Feb, 2006",Petroglyph,LucasArts,['Strategy'],73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,27060.0,26350.0,710.0,0.9518192234387135
121,The Wolf Among Us,"11 Oct, 2013",Telltale,Telltale,"['Action', 'Adventure', 'Casual']",63.0,['English'],0.0,0.0,1.0,27834.0,27196.0,638.0,0.9551687922307212
122,Half-Life 2: Episode Two,"10 Oct, 2007",Valve,Valve,['Action'],29.5,"['English', 'French', 'German', 'Russian', 'Danish', 'Dutch', 'Finnish', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese']",1.0,0.0,1.0,28741.0,27845.0,896.0,0.947501280695112
123,Duck Game,"4 Jun, 2015",Landon Podbielski,Adult Swim Games,"['Action', 'Indie']",47.95,['English'],0.0,0.0,1.0,32323.0,31194.0,1129.0,0.9446531219776568
124,The Room,"28 Jul, 2014",Fireproof Games,Fireproof Games,"['Adventure', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",0.0,0.0,1.0,20332.0,19881.0,451.0,0.9536989099515444
125,Iron Snout,"27 Jan, 2016",SnoutUp,SnoutUp,"['Action', 'Free to Play', 'Indie']",,['English'],1.0,0.0,1.0,16675.0,16324.0,351.0,0.9532871153984849
126,PowerWash Simulator,"19 May, 2021",FuturLab,Square Enix,"['Casual', 'Indie', 'Simulation', 'Early Access']",73.95,"['English', 'Korean', 'Russian', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",0.0,0.0,1.0,17962.0,17579.0,383.0,0.9535960776251574
127,Super Hexagon,"27 Nov, 2012",Terry Cavanagh,Terry Cavanagh,"['Action', 'Indie']",10.95,['English'],0.0,0.0,1.0,23054.0,22316.0,738.0,0.9452418505788565
128,Clone Drone in the Danger Zone,"27 Jul, 2021",Doborog Games,Doborog Games,"['Action', 'Indie']",73.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Korean']",0.0,0.0,1.0,17415.0,16913.0,502.0,0.9462553738756851
129,Townscaper,"26 Aug, 2021",Oskar Stålberg,Raw Fury,"['Casual', 'Indie', 'Simulation']",21.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian']",0.0,0.0,1.0,15973.0,15514.0,459.0,0.9456834113195176
130,The Test,"24 Feb, 2020",Randumb Studios,Randumb Studios,['Simulation'],7.25,['English'],0.0,0.0,1.0,15107.0,14780.0,327.0,0.9519495907986052
131,"Hot Dogs, Horseshoes & Hand Grenades","5 Apr, 2016",RUST LTD.,RUST LTD.,"['Action', 'Indie', 'Simulation', 'Early Access']",73.95,['English'],0.0,0.0,1.0,14695.0,14253.0,442.0,0.9437656053468051
132,The Room Two,"5 Jul, 2016",Fireproof Games,Fireproof Games,"['Adventure', 'Indie']",18.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",0.0,0.0,1.0,14336.0,14032.0,304.0,0.9519454853311187
133,Just Shapes & Beats,"31 May, 2018",Berzerk Studio,Berzerk Studio,"['Action', 'Indie']",73.95,"['English', 'French', 'Japanese', 'Korean', 'German', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Spanish - Spain', 'Spanish - Latin America', 'Polish', 'Portuguese', 'Portuguese - Brazil']",1.0,0.0,1.0,13878.0,13579.0,299.0,0.9513614827423404
134,Dorfromantik,"25 Mar, 2021",Toukana Interactive,Toukana Interactive,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",51.95,"['English', 'German', 'French', 'Italian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Polish', 'Swedish', 'Spanish - Spain', 'Turkish', 'Arabic', 'Dutch', 'Hungarian', 'Japanese', 'Norwegian', 'Portuguese', 'Ukrainian']",1.0,0.0,1.0,13478.0,13158.0,320.0,0.9490499512286695
135,Phoenix Wright: Ace Attorney Trilogy,"9 Apr, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",['Adventure'],144.0,"['English', 'Japanese', 'French', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",1.0,0.0,1.0,13999.0,13687.0,312.0,0.9507317040178135
136,STEINS;GATE,"8 Sep, 2016",MAGES. Inc.,"Spike Chunsoft Co., Ltd.",['Adventure'],110.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,12043.0,11743.0,300.0,0.9470129026114562
137,Stronghold Crusader HD,"31 Jul, 2002",FireFly Studios,FireFly Studios,"['Simulation', 'Strategy']",36.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Japanese', 'Russian', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']",0.0,0.0,1.0,12916.0,12572.0,344.0,0.9459749552200925
138,NEKOPARA Vol. 3,"25 May, 2017",NEKO WORKs,Sekai Project,"['Casual', 'Indie']",36.95,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,11286.0,10964.0,322.0,0.9430568339426629
139,Touhou Luna Nights,"25 Feb, 2019",Team Ladybug,WSS playground,"['Action', 'Adventure', 'Indie']",66.95,"['English', 'Simplified Chinese', 'Japanese', 'Korean', 'French', 'German']",1.0,0.0,1.0,11194.0,10956.0,238.0,0.9498171143549595
140,NEKOPARA Vol. 2,"19 Feb, 2016",NEKO WORKs,Sekai Project,"['Casual', 'Indie']",36.95,"['English', 'Japanese', 'Traditional Chinese']",1.0,1.0,1.0,11985.0,11651.0,334.0,0.944189670948598
141,Gorogoa,"14 Dec, 2017",Buried Signal,Annapurna Interactive,"['Adventure', 'Casual', 'Indie']",55.95,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Korean', 'Arabic', 'Dutch', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,10677.0,10397.0,280.0,0.9447434549245908
142,Fran Bow,"27 Aug, 2015",Killmonday Games AB,Killmonday Games AB,"['Adventure', 'Indie']",55.95,"['English', 'German', 'Spanish - Spain', 'Russian']",1.0,0.0,1.0,10947.0,10626.0,321.0,0.9420508133125304
143,Gunpoint,"3 Jun, 2013",Suspicious Developments,Suspicious Developments,"['Action', 'Indie', 'Strategy']",36.95,['English'],1.0,0.0,1.0,12033.0,11727.0,306.0,0.9465172491513363
144,Keep Talking and Nobody Explodes,"8 Oct, 2015",Steel Crate Games,Steel Crate Games,['Indie'],55.95,"['English', 'Japanese', 'Spanish - Spain', 'Dutch', 'Polish', 'Romanian', 'Turkish', 'Spanish - Latin America', 'Italian', 'Finnish', 'Norwegian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'French', 'German', 'Arabic', 'Czech', 'Danish', 'Hungarian', 'Korean', 'Portuguese', 'Swedish', 'Thai', 'Traditional Chinese', 'Ukrainian']",1.0,0.0,0.0,10659.0,10432.0,227.0,0.949354611432714
145,Milk inside a bag of milk inside a bag of milk,"26 Aug, 2020",Nikita Kryukov,Missing Calm,"['Adventure', 'Indie']",3.5,"['English', 'Russian', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Polish', 'Turkish', 'French']",1.0,0.0,1.0,9717.0,9457.0,260.0,0.9434093029671213
146,Zup! S,"15 Nov, 2018",Quiet River,Quiet River,"['Casual', 'Indie']",3.5,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Spanish - Latin America']",0.0,0.0,1.0,9490.0,9256.0,234.0,0.945162662198043
147,Rabi-Ribi,"28 Jan, 2016",CreSpirit,CreSpirit,"['Action', 'Adventure', 'Casual', 'Indie']",66.95,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Korean']",1.0,0.0,1.0,9881.0,9602.0,279.0,0.942173194574088
148,MADNESS: Project Nexus,"29 Sep, 2021","GIBBING TREE, LLC","GIBBING TREE, LLC","['Action', 'Indie']",92.95,['English'],1.0,1.0,1.0,8484.0,8238.0,246.0,0.9400740402111453
149,Hook,"25 Jan, 2015",Maciej Targoni,Maciej Targoni,"['Casual', 'Indie']",3.5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Traditional Chinese', 'Simplified Chinese', 'Czech', 'Danish', 'Finnish', 'Greek', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Romanian', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Hungarian']",0.0,0.0,1.0,8389.0,8137.0,252.0,0.9389942098531685
150,FIVE NIGHTS AT FREDDY'S: HELP WANTED,"28 May, 2019",Steel Wool Studios,ScottGames,"['Action', 'Casual']",110.95,"['English', 'French', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",1.0,0.0,1.0,7981.0,7732.0,249.0,0.9374438113436301
151,shapez.io,"7 Jun, 2020",Tobias Springer,tobspr Games,"['Casual', 'Indie', 'Simulation', 'Strategy']",39.95,"['English', 'French', 'Czech', 'German', 'Korean', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese', 'Russian', 'Norwegian', 'Japanese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Simplified Chinese', 'Traditional Chinese', 'Danish', 'Italian', 'Finnish', 'Hungarian', 'Romanian', 'Swedish', 'Turkish', 'Ukrainian']",1.0,0.0,1.0,7234.0,7041.0,193.0,0.9407106049595921
152,Zup! F,"11 Dec, 2019",Quiet River,Quiet River,"['Casual', 'Indie']",3.5,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",0.0,0.0,1.0,7236.0,7058.0,178.0,0.942650345603182
153,Cruelty Squad,"15 Jun, 2021",Consumer Softproducts,Consumer Softproducts,"['Action', 'Indie', 'Simulation']",73.95,['English'],1.0,1.0,1.0,7141.0,6941.0,200.0,0.939347473511616
154,West of Loathing,"10 Aug, 2017",Asymmetric,Asymmetric,"['Adventure', 'Indie', 'RPG']",40.95,['English'],1.0,0.0,1.0,7059.0,6883.0,176.0,0.9420949730027613
155,Desperados III,"16 Jun, 2020",Mimimi Games,THQ Nordic,['Strategy'],192.0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Japanese', 'Polish']",1.0,1.0,1.0,9589.0,9278.0,311.0,0.9379734571440842
156,NEKOPARA Vol. 4,"26 Nov, 2020",NEKO WORKs,Sekai Project,"['Adventure', 'Casual', 'Indie']",36.95,"['English', 'Traditional Chinese', 'Japanese']",1.0,0.0,1.0,6970.0,6805.0,165.0,0.943140864454463
157,Cube Escape: Paradox,"20 Sep, 2018",Rusty Lake,Rusty Lake,"['Adventure', 'Free to Play', 'Indie']",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Danish', 'Japanese', 'Korean', 'Dutch', 'Polish', 'Russian', 'Turkish']",1.0,0.0,1.0,6501.0,6339.0,162.0,0.9412800386104881
158,Hidden Folks,"15 Feb, 2017",Adriaan de Jongh,Adriaan de Jongh,"['Adventure', 'Casual', 'Indie']",49.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Arabic', 'Czech', 'Danish', 'Finnish', 'Norwegian', 'Swedish', 'Ukrainian', 'Spanish - Latin America', 'Vietnamese']",1.0,0.0,1.0,7856.0,7604.0,252.0,0.936475195364542
159,Nova Drift,"27 Mar, 2019",Chimeric,Pixeljam,"['Action', 'Indie', 'Early Access']",55.95,"['English', 'French', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Korean']",1.0,0.0,1.0,7113.0,6918.0,195.0,0.9398604949490004
160,Sayonara Wild Hearts,"12 Dec, 2019",Simogo,Annapurna Interactive,"['Action', 'Casual']",47.95,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,6129.0,5964.0,165.0,0.9388182595512794
161,Psychonauts 2,"24 Aug, 2021",Double Fine Productions,Xbox Game Studios,"['Action', 'Adventure']",249.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",1.0,0.0,1.0,6686.0,6552.0,134.0,0.9460975739359323
162,VTOL VR,"3 Aug, 2017","Boundless Dynamics, LLC","Boundless Dynamics, LLC","['Action', 'Indie', 'Simulation']",110.95,"['English', 'Simplified Chinese', 'Russian', 'Japanese']",1.0,0.0,1.0,5648.0,5507.0,141.0,0.9397764102061474
163,Door Kickers 2: Task Force North,"3 Nov, 2020",KillHouse Games,KillHouse Games,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",73.95,['English'],0.0,1.0,1.0,5038.0,4881.0,157.0,0.9328200483320561
164,The Forgotten City,"28 Jul, 2021",Modern Storyteller,Dear Villagers,"['Adventure', 'Indie', 'RPG']",92.95,"['English', 'German', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese']",1.0,0.0,1.0,4861.0,4716.0,145.0,0.9336605885589074
165,The Test: Hypothesis Rising,"27 Apr, 2020",Randumb Studios,Randumb Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",7.25,['English'],0.0,1.0,1.0,4208.0,4121.0,87.0,0.9404524940450808
166,5D Chess With Multiverse Time Travel,"22 Jul, 2020",Conor Petersen,Conor Petersen,['Indie'],43.95,['English'],0.0,0.0,1.0,4626.0,4493.0,133.0,0.934105707427359
